[SEP] the man [MASK] her the photo credit . [SEP]
handed	-0.4710642099380493
gave	-2.0309865474700928
showed	-2.0837504863739014
offered	-2.9780383110046387
passed	-3.883080244064331
sent	-5.3088555335998535
tossed	-5.434770107269287
flashed	-5.697988033294678
brought	-5.715732097625732
flipped	-5.988270282745361
slid	-6.08795690536499
handing	-6.266648769378662
hands	-6.402233600616455
slipped	-6.475057125091553
shown	-6.603762149810791
shot	-6.648200511932373
threw	-6.787276744842529
showing	-6.807331562042236
told	-6.849780559539795
left	-6.92195463180542
hand	-7.108959674835205
asked	-7.363121509552002
presented	-7.444383144378662
fed	-7.449629306793213
dealt	-7.48618745803833
lent	-7.628445148468018
owed	-7.656651020050049
gives	-7.687384128570557
returned	-7.964359283447266
loaned	-8.059869766235352
giving	-8.087987899780273
read	-8.158308029174805
awarded	-8.168258666992188
given	-8.277482032775879
got	-8.325573921203613
provided	-8.374576568603516
shows	-8.378190994262695
shook	-8.450040817260742
taught	-8.481050491333008
sold	-8.493785858154297
wrote	-8.51699161529541
promised	-8.820039749145508
bought	-8.830283164978027
paid	-8.920464515686035
poured	-8.945667266845703
issued	-8.962347030639648
texted	-8.964920043945312
offers	-8.981931686401367
offering	-8.989659309387207
turned	-9.015888214111328


[SEP] the man [MASK] her the lunch money . [SEP]
handed	-0.22150270640850067
gave	-2.2124600410461426
offered	-3.2868218421936035
passed	-4.355625629425049
showed	-4.370234966278076
hands	-5.4624924659729
tossed	-5.797455310821533
brought	-6.288819789886475
hand	-6.465656757354736
slipped	-6.52187967300415
left	-6.634607791900635
lent	-6.789257526397705
handing	-6.84985876083374
sent	-7.016271114349365
gives	-7.2435688972473145
loaned	-7.250277996063232
returned	-7.265574932098389
slid	-7.272746562957764
told	-7.655847072601318
presented	-7.6766228675842285
flashed	-7.831740856170654
threw	-7.896296977996826
asked	-8.086185455322266
owed	-8.305057525634766
paid	-8.341226577758789
flipped	-8.449078559875488
given	-8.542041778564453
shown	-8.715667724609375
dealt	-8.763270378112793
got	-9.014403343200684
offers	-9.026284217834473
give	-9.166918754577637
transferred	-9.174747467041016
passes	-9.212096214294434
took	-9.220602035522461
fed	-9.295594215393066
provided	-9.30963134765625
awarded	-9.333578109741211
tipped	-9.452634811401367
pushed	-9.460772514343262
promised	-9.517123222351074
delivered	-9.71048641204834
deposited	-9.811028480529785
issued	-9.815942764282227
sold	-9.869894981384277
poured	-9.87795352935791
dropped	-9.88697624206543
bought	-9.906230926513672
moved	-9.94797134399414
put	-10.002633094787598


[SEP] the man [MASK] her the test car . [SEP]
showed	-0.878723680973053
handed	-1.2090144157409668
gave	-1.701856017112732
offered	-3.5377297401428223
brought	-3.8946967124938965
passed	-4.628509044647217
tossed	-5.386556148529053
lent	-5.515638828277588
shown	-5.932839870452881
loaned	-5.948244571685791
hands	-6.298564434051514
took	-6.3426432609558105
