[SEP] the man [MASK] her the photo . [SEP]
handed	-0.3740064203739166
showed	-1.5273000001907349
passed	-3.528857469558716
gave	-3.6236965656280518
offered	-4.0167717933654785
tossed	-5.339398384094238
brought	-5.8910441398620605
shown	-6.464011192321777
sent	-6.647130966186523
handing	-6.956439018249512
threw	-7.019359588623047
flipped	-7.239980697631836
flashed	-7.296497344970703
showing	-7.311384201049805
hands	-7.362639427185059
slid	-7.569014549255371
hand	-7.741260528564453
lent	-7.8168792724609375
presented	-7.919532299041748
slipped	-8.029806137084961
took	-8.361205101013184
returned	-8.55363655090332
shows	-8.60141658782959
loaned	-8.604028701782227
told	-8.609203338623047
pushed	-8.984936714172363
shot	-9.084596633911133
snapped	-9.281390190124512
show	-9.340863227844238
fed	-9.384211540222168
passing	-9.540571212768555
given	-9.560539245605469
gives	-9.573968887329102
lifted	-9.599089622497559
provided	-9.641951560974121
pulled	-9.672595977783203
moved	-9.713460922241211
held	-9.781472206115723
turned	-9.81478214263916
asked	-9.828330039978027
texted	-9.84035587310791
sold	-9.842558860778809
transferred	-9.95421028137207
taught	-10.134852409362793
put	-10.156771659851074
passes	-10.165265083312988
got	-10.212053298950195
carried	-10.274982452392578
left	-10.293254852294922
dealt	-10.307501792907715


[SEP] the man [MASK] her the lunch . [SEP]
handed	-0.41013091802597046
brought	-2.0008816719055176
offered	-2.7153799533843994
passed	-3.01373028755188
gave	-3.0892651081085205
hands	-5.446519374847412
showed	-5.533162593841553
served	-5.73931360244751
fed	-5.997987270355225
hand	-6.0392889976501465
tossed	-6.281983852386475
bought	-6.493820667266846
left	-6.538215160369873
slid	-6.848034381866455
sent	-6.93650484085083
delivered	-6.94089937210083
handing	-6.950631618499756
got	-6.951578617095947
poured	-7.16261625289917
slipped	-7.393065929412842
passes	-7.407808780670166
brings	-7.521337032318115
ordered	-7.683173656463623
took	-7.785942554473877
returned	-7.793018817901611
carried	-7.851600170135498
threw	-7.8687262535095215
dealt	-7.8853840827941895
gives	-7.912167072296143
saved	-7.992710590362549
told	-8.0159912109375
offers	-8.069422721862793
sold	-8.118598937988281
flipped	-8.140936851501465
presented	-8.222034454345703
passing	-8.28278636932373
asked	-8.286397933959961
given	-8.306618690490723
made	-8.531454086303711
promised	-8.552225112915039
bring	-8.576432228088379
bid	-8.659248352050781
pushed	-8.694747924804688
taught	-8.779969215393066
shown	-8.809670448303223
provided	-8.891504287719727
tipped	-9.08666706085205
flashed	-9.185945510864258
owed	-9.196401596069336
loaned	-9.39047622680664


[SEP] the man [MASK] her the test . [SEP]
gave	-0.43191012740135193
showed	-1.9868254661560059
handed	-2.7812886238098145
offered	-3.5902762413024902
taught	-3.78355073928833
told	-4.004270076751709
passed	-4.252260684967041
giving	-4.899618625640869
asked	-5.073005199432373
promised	-5.589890003204346
fed	-5.595606327056885
gives	-5.727151393890381
brought	-5.936923503875732
showing	-6.079426288604736
sent	-6.0840582847595215
owed	-6.290191173553467
set	-6.517965793609619
took	-6.677709102630615
shown	-6.866525173187256
did	-6.873630046844482
read	-6.90026330947876
shows	-6.902146816253662
denied	-6.924692630767822
ran	-7.029263496398926
give	-7.061293125152588
administered	-7.115045547485352
spared	-7.1203155517578125
got	-7.340553283691406
left	-7.358471393585205
presented	-7.437129020690918
given	-7.625066757202148
threw	-7.655884265899658
tossed	-7.712786674499512
was	-7.759706497192383
assigned	-7.779898643493652
delivered	-7.866472244262695
teaching	-7.89127779006958
feeding	-7.908165454864502
called	-7.943679332733154
bought	-7.9516143798828125
show	-7.965775489807129
poured	-7.975543975830078
hands	-7.991613388061523
refused	-8.00501823425293
shot	-8.038747787475586
paid	-8.042643547058105
served	-8.04316234588623
assessed	-8.099905014038086
watched	-8.187972068786621
handing	-8.249412536621094


