Task 1: Alternating Verb vs Non-alternating Verb for Pronoun Recipients,,,,,Task 2: Alternating Verbs vs Non-alternating Verbs for Short Definite Noun Recipients,,,
Alternating Verbs DO,Alternating Verbs PD,Non-alternating Verbs DO,Non-alternating Verbs PD,,Alternating Verbs DO,Alternating Verbs PD,Non-alternating Verbs DO,Non-alternating Verbs PD
[CLS] the man brought her the box . [SEP],[CLS] the man brought the box to her . [SEP],[CLS] the man dropped her the news . [SEP],[CLS] the man dropped the news to her . [SEP],,[CLS] the man brought the woman the box . [SEP],[CLS] the man brought the box to the woman . [SEP],[CLS] the man dropped the woman the news . [SEP],[CLS] the man dropped the news to the woman . [SEP]
[CLS] the woman brought him the box . [SEP],[CLS] the woman brought the box to him . [SEP],[CLS] the woman dropped him the news . [SEP],[CLS] the woman dropped the news to him . [SEP],,[CLS] the woman brought the man the box . [SEP],[CLS] the woman brought the box to the man . [SEP],[CLS] the woman dropped the man the news . [SEP],[CLS] the woman dropped the news to the man . [SEP]
[CLS] the man took her the box . [SEP],[CLS] the man took the box to her . [SEP],[CLS] the man credited her the award . [SEP],[CLS] the man credited the award to her . [SEP],,[CLS] the man took the woman the box . [SEP],[CLS] the man took the box to the woman . [SEP],[CLS] the man credited the woman the award . [SEP],[CLS] the man credited the award to the woman . [SEP]
[CLS] the woman took him the box . [SEP],[CLS] the woman took the box to him . [SEP],[CLS] the woman credited him the award . [SEP],[CLS] the woman credited the award to him . [SEP],,[CLS] the woman took the man the box . [SEP],[CLS] the woman took the box to the man . [SEP],[CLS] the woman credited the man the award . [SEP],[CLS] the woman credited the award to the man . [SEP]
[CLS] the man carried her the box . [SEP],[CLS] the man carried the box to her . [SEP],[CLS] the man furnished her the fund . [SEP],[CLS] the man furnished the fund to her . [SEP],,[CLS] the man carried the woman the box . [SEP],[CLS] the man carried the box to the woman . [SEP],[CLS] the man furnished the woman the fund . [SEP],[CLS] the man furnished the fund to the woman . [SEP]
[CLS] the woman carried him the box . [SEP],[CLS] the woman carried the box to him . [SEP],[CLS] the woman furnished him the fund . [SEP],[CLS] the woman furnished the fund to him . [SEP],,[CLS] the woman carried the man the box . [SEP],[CLS] the woman carried the box to the man . [SEP],[CLS] the woman furnished the man the fund . [SEP],[CLS] the woman furnished the fund to the man . [SEP]
[CLS] the man dragged her the box . [SEP],[CLS] the man dragged the box to her . [SEP],[CLS] the man left her the fund . [SEP],[CLS] the man left the fund to her . [SEP],,[CLS] the man dragged the woman the box . [SEP],[CLS] the man dragged the box to the woman . [SEP],[CLS] the man left the woman the fund . [SEP],[CLS] the man left the fund to the woman . [SEP]
[CLS] the woman dragged him the box . [SEP],[CLS] the woman dragged the box to him . [SEP],[CLS] the woman left him the fund . [SEP],[CLS] the woman left the fund to him . [SEP],,[CLS] the woman dragged the man the box . [SEP],[CLS] the woman dragged the box to the man . [SEP],[CLS] the woman left the man the fund . [SEP],[CLS] the woman left the fund to the man . [SEP]
[CLS] the man pulled her the box . [SEP],[CLS] the man pulled the box to her . [SEP],[CLS] the man presented her the plan . [SEP],[CLS] the man presented the plan to her . [SEP],,[CLS] the man pulled the woman the box . [SEP],[CLS] the man pulled the box to the woman . [SEP],[CLS] the man presented the woman the plan . [SEP],[CLS] the man presented the plan to the woman . [SEP]
[CLS] the woman pulled him the box . [SEP],[CLS] the woman pulled the box to him . [SEP],[CLS] the woman presented him the plan . [SEP],[CLS] the woman presented the plan to him . [SEP],,[CLS] the woman pulled the man the box . [SEP],[CLS] the woman pulled the box to the man . [SEP],[CLS] the woman presented the man the plan . [SEP],[CLS] the woman presented the plan to the man . [SEP]
[CLS] the man pushed her the box . [SEP],[CLS] the man pushed the box to her . [SEP],[CLS] the man provided her the fund . [SEP],[CLS] the man provided the fund to her . [SEP],,[CLS] the man pushed the woman the box . [SEP],[CLS] the man pushed the box to the woman . [SEP],[CLS] the man provided the woman the fund . [SEP],[CLS] the man provided the fund to the woman . [SEP]
[CLS] the woman pushed him the box . [SEP],[CLS] the woman pushed the box to him . [SEP],[CLS] the woman provided him the fund . [SEP],[CLS] the woman provided the fund to him . [SEP],,[CLS] the woman pushed the man the box . [SEP],[CLS] the woman pushed the box to the man . [SEP],[CLS] the woman provided the man the fund . [SEP],[CLS] the woman provided the fund to the man . [SEP]
[CLS] the man phoned her the news . [SEP],[CLS] the man phoned the news to her . [SEP],[CLS] the man supplied her the fund . [SEP],[CLS] the man supplied the fund to her . [SEP],,[CLS] the man phoned the woman the news . [SEP],[CLS] the man phoned the news to the woman . [SEP],[CLS] the man supplied the woman the fund . [SEP],[CLS] the man supplied the fund to the woman . [SEP]
[CLS] the woman phoned him the news . [SEP],[CLS] the woman phoned the news to him . [SEP],[CLS] the woman supplied him the fund . [SEP],[CLS] the woman supplied the fund to him . [SEP],,[CLS] the woman phoned the man the news . [SEP],[CLS] the woman phoned the news to the man . [SEP],[CLS] the woman supplied the man the fund . [SEP],[CLS] the woman supplied the fund to the man . [SEP]
[CLS] the man telephoned her the news . [SEP],[CLS] the man telephoned the news to her . [SEP],[CLS] the man trusted her the fund . [SEP],[CLS] the man trusted the fund to her . [SEP],,[CLS] the man telephoned the woman the news . [SEP],[CLS] the man telephoned the news to the woman . [SEP],[CLS] the man trusted the woman the fund . [SEP],[CLS] the man trusted the fund to the woman . [SEP]
[CLS] the woman telephoned him the news . [SEP],[CLS] the woman telephoned the news to him . [SEP],[CLS] the woman trusted him the fund . [SEP],[CLS] the woman trusted the fund to him . [SEP],,[CLS] the woman telephoned the man the news . [SEP],[CLS] the woman telephoned the news to the man . [SEP],[CLS] the woman trusted the man the fund . [SEP],[CLS] the woman trusted the fund to the man . [SEP]
[CLS] the man fed her the food . [SEP],[CLS] the man fed the food to her . [SEP],[CLS] the man addressed her the news . [SEP],[CLS] the man addressed the news to her . [SEP],,[CLS] the man fed the woman the food . [SEP],[CLS] the man fed the food to the woman . [SEP],[CLS] the man addressed the woman the news . [SEP],[CLS] the man addressed the news to the woman . [SEP]
[CLS] the woman fed him the food . [SEP],[CLS] the woman fed the food to him . [SEP],[CLS] the woman addressed him the news . [SEP],[CLS] the woman addressed the news to him . [SEP],,[CLS] the woman fed the man the food . [SEP],[CLS] the woman fed the food to the man . [SEP],[CLS] the woman addressed the man the news . [SEP],[CLS] the woman addressed the news to the man . [SEP]
[CLS] the man gave her the money . [SEP],[CLS] the man gave the money to her . [SEP],[CLS] the man administered her the medicine . [SEP],[CLS] the man administered the medicine to her . [SEP],,[CLS] the man gave the woman the money . [SEP],[CLS] the man gave the money to the woman . [SEP],[CLS] the man administered the woman the medicine . [SEP],[CLS] the man administered the medicine to the woman . [SEP]
[CLS] the woman gave him the money . [SEP],[CLS] the woman gave the money to him . [SEP],[CLS] the woman administered him the medicine . [SEP],[CLS] the woman administered the medicine to him . [SEP],,[CLS] the woman gave the man the money . [SEP],[CLS] the woman gave the money to the man . [SEP],[CLS] the woman administered the man the medicine . [SEP],[CLS] the woman administered the medicine to the man . [SEP]
[CLS] the man leased her the money . [SEP],[CLS] the man leased the money to her . [SEP],[CLS] the man broadcast her the news . [SEP],[CLS] the man broadcast the news to her . [SEP],,[CLS] the man leased the woman the money . [SEP],[CLS] the man leased the money to the woman . [SEP],[CLS] the man broadcast the woman the news . [SEP],[CLS] the man broadcast the news to the woman . [SEP]
[CLS] the woman leased him the money . [SEP],[CLS] the woman leased the money to him . [SEP],[CLS] the woman broadcast him the news . [SEP],[CLS] the woman broadcast the news to him . [SEP],,[CLS] the woman leased the man the money . [SEP],[CLS] the woman leased the money to the man . [SEP],[CLS] the woman broadcast the man the news . [SEP],[CLS] the woman broadcast the news to the man . [SEP]
[CLS] the man lent her the land . [SEP],[CLS] the man lent the land to her . [SEP],[CLS] the man conveyed her the news . [SEP],[CLS] the man conveyed the news to her . [SEP],,[CLS] the man lent the woman the land . [SEP],[CLS] the man lent the land to the woman . [SEP],[CLS] the man conveyed the woman the news . [SEP],[CLS] the man conveyed the news to the woman . [SEP]
[CLS] the woman lent him the land . [SEP],[CLS] the woman lent the land to him . [SEP],[CLS] the woman conveyed him the news . [SEP],[CLS] the woman conveyed the news to him . [SEP],,[CLS] the woman lent the man the land . [SEP],[CLS] the woman lent the land to the man . [SEP],[CLS] the woman conveyed the man the news . [SEP],[CLS] the woman conveyed the news to the man . [SEP]
[CLS] the man loaned her the land . [SEP],[CLS] the man loaned the land to her . [SEP],[CLS] the man contributed her the money . [SEP],[CLS] the man contributed the money to her . [SEP],,[CLS] the man loaned the woman the land . [SEP],[CLS] the man loaned the land to the woman . [SEP],[CLS] the man contributed the woman the money . [SEP],[CLS] the man contributed the money to the woman . [SEP]
[CLS] the woman loaned him the land . [SEP],[CLS] the woman loaned the land to him . [SEP],[CLS] the woman contributed him the money . [SEP],[CLS] the woman contributed the money to him . [SEP],,[CLS] the woman loaned the man the land . [SEP],[CLS] the woman loaned the land to the man . [SEP],[CLS] the woman contributed the man the money . [SEP],[CLS] the woman contributed the money to the man . [SEP]
[CLS] the man passed her the salt . [SEP],[CLS] the man passed the salt to her . [SEP],[CLS] the man delegated her the police . [SEP],[CLS] the man delegated the police to her . [SEP],,[CLS] the man passed the woman the salt . [SEP],[CLS] the man passed the salt to the woman . [SEP],[CLS] the man delegated the woman the police . [SEP],[CLS] the man delegated the police to the woman . [SEP]
[CLS] the woman passed him the salt . [SEP],[CLS] the woman passed the salt to him . [SEP],[CLS] the woman delegated him the police . [SEP],[CLS] the woman delegated the police to him . [SEP],,[CLS] the woman passed the man the salt . [SEP],[CLS] the woman passed the salt to the man . [SEP],[CLS] the woman delegated the man the police . [SEP],[CLS] the woman delegated the police to the man . [SEP]
[CLS] the man paid her the money . [SEP],[CLS] the man paid the money to her . [SEP],[CLS] the man delivered her the package . [SEP],[CLS] the man delivered the package to her . [SEP],,[CLS] the man paid the woman the money . [SEP],[CLS] the man paid the money to the woman . [SEP],[CLS] the man delivered the woman the package . [SEP],[CLS] the man delivered the package to the woman . [SEP]
[CLS] the woman paid him the money . [SEP],[CLS] the woman paid the money to him . [SEP],[CLS] the woman delivered him the package . [SEP],[CLS] the woman delivered the package to him . [SEP],,[CLS] the woman paid the man the money . [SEP],[CLS] the woman paid the money to the man . [SEP],[CLS] the woman delivered the man the package . [SEP],[CLS] the woman delivered the package to the man . [SEP]
[CLS] the man rented her the money . [SEP],[CLS] the man rented the money to her . [SEP],[CLS] the man donated her the money . [SEP],[CLS] the man donated the money to her . [SEP],,[CLS] the man rented the woman the money . [SEP],[CLS] the man rented the money to the woman . [SEP],[CLS] the man donated the woman the money . [SEP],[CLS] the man donated the money to the woman . [SEP]
[CLS] the woman rented him the money . [SEP],[CLS] the woman rented the money to him . [SEP],[CLS] the woman donated him the money . [SEP],[CLS] the woman donated the money to him . [SEP],,[CLS] the woman rented the man the money . [SEP],[CLS] the woman rented the money to the man . [SEP],[CLS] the woman donated the man the money . [SEP],[CLS] the woman donated the money to the man . [SEP]
[CLS] the man repaid her the money . [SEP],[CLS] the man repaid the money to her . [SEP],[CLS] the man exhibited her the evidence . [SEP],[CLS] the man exhibited the evidence to her . [SEP],,[CLS] the man repaid the woman the money . [SEP],[CLS] the man repaid the money to the woman . [SEP],[CLS] the man exhibited the woman the evidence . [SEP],[CLS] the man exhibited the evidence to the woman . [SEP]
[CLS] the woman repaid him the money . [SEP],[CLS] the woman repaid the money to him . [SEP],[CLS] the woman exhibited him the evidence . [SEP],[CLS] the woman exhibited the evidence to him . [SEP],,[CLS] the woman repaid the man the money . [SEP],[CLS] the woman repaid the money to the man . [SEP],[CLS] the woman exhibited the man the evidence . [SEP],[CLS] the woman exhibited the evidence to the man . [SEP]
[CLS] the man sold her the land . [SEP],[CLS] the man sold the land to her . [SEP],[CLS] the man expressed her the emotion . [SEP],[CLS] the man expressed the emotion to her . [SEP],,[CLS] the man sold the woman the land . [SEP],[CLS] the man sold the land to the woman . [SEP],[CLS] the man expressed the woman the emotion . [SEP],[CLS] the man expressed the emotion to the woman . [SEP]
