[SEP] the man [MASK] her the credit . [SEP]
gave	-0.033111535012722015
offered	-4.356208801269531
owed	-4.852931022644043
gives	-5.680615425109863
handed	-6.4764909744262695
awarded	-7.197286605834961
giving	-7.357490539550781
did	-7.6449480056762695
granted	-7.798590660095215
allowed	-7.82563591003418
give	-7.982444763183594
spared	-8.356644630432129
told	-8.579122543334961
wished	-8.59220027923584
given	-8.77956485748291
owes	-8.808755874633789
saved	-8.852621078491211
earned	-8.948331832885742
promised	-9.086718559265137
paid	-9.125438690185547
bid	-9.139697074890137
lent	-9.192934036254883
cut	-9.238494873046875
slid	-9.242829322814941
brought	-9.248641967773438
poured	-9.281875610351562
showed	-9.2947359085083
owe	-9.304887771606445
left	-9.324542999267578
fed	-9.398377418518066
bought	-9.464090347290039
asked	-9.547343254089355
envy	-9.569074630737305
denied	-9.641641616821289
got	-9.839666366577148
called	-9.866218566894531
passed	-9.942623138427734
threw	-10.003599166870117
blew	-10.079293251037598
refused	-10.184916496276855
rolled	-10.329773902893066
tipped	-10.369261741638184
let	-10.462111473083496
wishes	-10.56284236907959
sent	-10.56890869140625
assessed	-10.571394920349121
assured	-10.578614234924316
dealt	-10.798076629638672
offers	-10.805233001708984
took	-10.88337516784668


[SEP] the man [MASK] her the money . [SEP]
handed	-0.4945811629295349
gave	-1.4904288053512573
offered	-2.529250144958496
showed	-3.7058067321777344
passed	-4.73823356628418
tossed	-4.838440895080566
hands	-5.028106689453125
lent	-5.357241630554199
left	-6.019443511962891
sent	-6.0796966552734375
brought	-6.083039283752441
gives	-6.096870422363281
loaned	-6.144708633422852
hand	-6.147765159606934
owed	-6.254459381103516
threw	-6.495072364807129
told	-6.576288223266602
slipped	-6.636651039123535
handing	-6.779333114624023
returned	-6.950063705444336
flashed	-7.656471252441406
slid	-7.707929611206055
paid	-7.773736000061035
given	-7.80792236328125
presented	-7.854428291320801
asked	-7.886638641357422
give	-7.932986259460449
offers	-7.968084335327148
promised	-7.981173515319824
flipped	-8.037817001342773
got	-8.143294334411621
shown	-8.153647422790527
fed	-8.265043258666992
dealt	-8.305909156799316
took	-8.400747299194336
giving	-8.506665229797363
sold	-8.672162055969238
shows	-8.923517227172852
tipped	-8.997711181640625
transferred	-9.01023006439209
provided	-9.067231178283691
bought	-9.070905685424805
awarded	-9.104328155517578
cost	-9.152029037475586
pushed	-9.194161415100098
passes	-9.198256492614746
showing	-9.378844261169434
offering	-9.396268844604492
owes	-9.428040504455566
saved	-9.438410758972168


[SEP] the man [MASK] her the car . [SEP]
handed	-0.5143771767616272
gave	-1.7874752283096313
showed	-2.3777337074279785
offered	-2.6685235500335693
passed	-3.849884510040283
tossed	-4.247066020965576
lent	-5.671411991119385
hands	-5.746881008148193
brought	-5.868908405303955
left	-5.986682415008545
hand	-6.228634357452393
threw	-6.392086505889893
shown	-6.723768711090088
got	-6.753072261810303
loaned	-6.78096342086792
took	-6.93474817276001
gives	-7.025845050811768
told	-7.109654903411865
asked	-7.192666530609131
flashed	-7.362452983856201
pulled	-7.426773548126221
sold	-7.554962635040283
flipped	-7.562833309173584
drove	-7.6366658210754395
bought	-7.638054370880127
returned	-7.748387813568115
given	-7.790086269378662
promised	-7.805981159210205
handing	-7.864363193511963
slid	-7.962194919586182
pushed	-7.964840412139893
walked	-8.029766082763672
carried	-8.033763885498047
delivered	-8.076824188232422
sent	-8.379512786865234
turned	-8.466822624206543
shows	-8.54682445526123
presented	-8.568774223327637
slipped	-8.74285888671875
give	-8.753314018249512
owed	-8.876867294311523
shoved	-8.895950317382812
offers	-8.898454666137695
checked	-9.050980567932129
provided	-9.216744422912598
taught	-9.221161842346191
ordered	-9.222921371459961
rented	-9.248620986938477
tipped	-9.255459785461426
showing	-9.261475563049316


[SEP] the man [MASK] her the information . [SEP]
gave	-0.49118685722351074
fed	-1.6517207622528076
handed	-2.7456424236297607
told	-3.991938352584839
passed	-4.0032548904418945
showed	-4.063692092895508
offered	-4.1791181564331055
owed	-4.265939712524414
sent	-4.703203201293945
feeding	-5.20326042175293
brought	-5.73060941696167
provided	-5.743966102600098
given	-6.0463104248046875
giving	-6.15154504776001
left	-6.438083171844482
got	-6.640143394470215
taught	-6.668729782104492
gives	-6.839788436889648
lent	-6.890512466430664
shown	-7.128212928771973
promised	-7.355822563171387
